text,category,urgency
This is really frustrating - i received the wrong item in my parcel.,DELIVERY,HIGH
I want to merge two accounts. Whenever convenient.,ACCOUNT,LOW
This is urgent - i was charged a restocking fee I wasn't told about. I need a resolution today.,REFUND,HIGH
Please help immediately - none of the buttons on the system are responding. I need a resolution today.,TECHNICAL,HIGH
I'm having trouble - the app is very slow. Let me know.,TECHNICAL,MEDIUM
This is really frustrating - i keep getting logged out of my login. This is affecting my work.,ACCOUNT,HIGH
This is unacceptable - my data disappeared after the update.,TECHNICAL,CRITICAL
Please refund my payment. Please fix this ASAP.,REFUND,HIGH
Please help immediately - i was charged a restocking fee I wasn't told about.,REFUND,HIGH
I'm having trouble - i'm being charged a fee I don't recognize. Please advise.,PAYMENT,MEDIUM
"No rush, but i have a general question.",OTHER,LOW
"Could someone assist - i returned the wrong item by mistake, can I still get a refund. Please advise.",REFUND,MEDIUM
I need this fixed soon - i received the wrong item in my order. This is affecting my work.,DELIVERY,HIGH
"Whenever you get a chance, how can I change my account email. Whenever convenient.",ACCOUNT,LOW
I can't update my billing address on my profile.,ACCOUNT,MEDIUM
I need this fixed soon - i want to dispute a charge and request a refund. This is affecting my work.,REFUND,HIGH
Do you ship internationally.,OTHER,LOW
This needs to be resolved right now - my data disappeared after the update.,TECHNICAL,CRITICAL
I am extremely upset - my refund was sent to the wrong card. I want this escalated immediately.,REFUND,CRITICAL
I'm having trouble - the order has not arrived yet. Can someone help?,DELIVERY,MEDIUM
I am extremely upset - the app crashes every time I open it on my Chrome browser. This is completely unacceptable and needs fixing NOW.,TECHNICAL,CRITICAL
I need help - how do I request a refund. Let me know.,REFUND,MEDIUM
URGENT - my subscription renewed but I cancelled it last month. I want this escalated immediately.,PAYMENT,CRITICAL
"Whenever you get a chance, when will I receive my refund. No hurry.",REFUND,LOW
This is really frustrating - my package is stuck in customs.,DELIVERY,HIGH
Could someone assist - my order arrived damaged.,DELIVERY,MEDIUM
Quick question - i forgot my password for my login.,ACCOUNT,LOW
I cannot log into my account. Please fix this ASAP.,ACCOUNT,HIGH
Could someone assist - how do I contact a human representative.,OTHER,MEDIUM
This is urgent - i want to file a complaint. This is affecting my work.,OTHER,HIGH
"No rush, but i want to merge two accounts. Whenever convenient.",ACCOUNT,LOW
I can't upload files on the system. Please advise.,TECHNICAL,MEDIUM
URGENT - i need a refund because the order never arrived. I want this escalated immediately.,REFUND,CRITICAL
"Whenever you get a chance, the app is very slow. Thanks.",TECHNICAL,LOW
"Just wondering, the refund policy is unclear to me. Thanks.",REFUND,LOW
I need this fixed soon - payment is not going through. This is affecting my work.,PAYMENT,HIGH
My delivery is delayed. Please advise.,DELIVERY,MEDIUM
Could someone assist - i need to reset my password.,ACCOUNT,MEDIUM
I need this fixed soon - i cannot log into my user account. I need a resolution today.,ACCOUNT,HIGH
I can't upload files on the platform. Let me know.,TECHNICAL,MEDIUM
"No rush, but images are not loading on the website. Thanks.",TECHNICAL,LOW
This is unacceptable - the website is completely down.,TECHNICAL,CRITICAL
The refund policy is unclear to me. Whenever convenient.,REFUND,LOW
My data disappeared after the update. This is affecting my work.,TECHNICAL,HIGH
Quick question - can you help me.,OTHER,LOW
I need assistance. No hurry.,OTHER,LOW
I'm having trouble - my invoice shows an incorrect total. Let me know.,PAYMENT,MEDIUM
Please help immediately - i was charged $15.75 but my order was cancelled.,PAYMENT,HIGH
I need to reset my password. Please advise.,ACCOUNT,MEDIUM
Please refund my payment. This is affecting my work.,REFUND,HIGH
"Just wondering, where is my package. Thanks.",DELIVERY,LOW
My subscription is linked to the wrong login.,ACCOUNT,MEDIUM
Could someone assist - i can't verify my email address.,ACCOUNT,MEDIUM
I need this fixed soon - my delivery is delayed. I need a resolution today.,DELIVERY,HIGH
I'm having trouble - i want to cancel my order and get a refund. Let me know.,REFUND,MEDIUM
Please help immediately - i need a refund because the shipment never arrived. This is affecting my work.,REFUND,HIGH
Quick question - is there a student discount available. Whenever convenient.,OTHER,LOW
"Whenever you get a chance, i forgot my password for my dashboard. Whenever convenient.",ACCOUNT,LOW
URGENT - the website is completely down. This is completely unacceptable and needs fixing NOW.,TECHNICAL,CRITICAL
I need this fixed soon - i keep getting 500 when I try to log in. Please fix this ASAP.,TECHNICAL,HIGH
Please help me recover my old user account. This is affecting my work.,ACCOUNT,HIGH
I'm having trouble - i want a refund for my order. Please advise.,REFUND,MEDIUM
I need help - none of the buttons on the portal are responding.,TECHNICAL,MEDIUM
This is urgent - my data disappeared after the update.,TECHNICAL,HIGH
Quick question - i want to unsubscribe from marketing emails. Thanks.,OTHER,LOW
This is unacceptable - my account was suspended without warning.,ACCOUNT,CRITICAL
I have not received my refund. I need a resolution today.,REFUND,HIGH
"No rush, but i want to merge two accounts. Thanks.",ACCOUNT,LOW
PayPal payment did not go through. Can someone help?,PAYMENT,MEDIUM
"Whenever you get a chance, how do I delete my login. Whenever convenient.",ACCOUNT,LOW
Please help immediately - i need a refund because the package never arrived. Please fix this ASAP.,REFUND,HIGH
Could someone assist - my payment is stuck processing for 5 days. Can someone help?,PAYMENT,MEDIUM
I need this fixed soon - my two-factor authentication isn't working. This is affecting my work.,ACCOUNT,HIGH
This is urgent - the mobile app froze and I lost all my work. I need a resolution today.,TECHNICAL,HIGH
"Just wondering, i'd like to give some feedback about your service. No hurry.",OTHER,LOW
I am extremely upset - my refund was sent to the wrong card. I demand an immediate resolution.,REFUND,CRITICAL
This is urgent - i want to dispute a charge and request a refund. Please fix this ASAP.,REFUND,HIGH
URGENT - the website froze and I lost all my work.,TECHNICAL,CRITICAL
I need help - i returned my item but haven't been refunded. Let me know.,REFUND,MEDIUM
This is urgent - can I speak to a manager. I need a resolution today.,OTHER,HIGH
I need this fixed soon - my parcel #83563 shows delivered but I never received it.,DELIVERY,HIGH
I can't update my billing address on my login.,ACCOUNT,MEDIUM
This needs to be resolved right now - the mobile app froze and I lost all my work. This is completely unacceptable and needs fixing NOW.,TECHNICAL,CRITICAL
This is really frustrating - i want to dispute a charge and request a refund. I need a resolution today.,REFUND,HIGH
"Just wondering, how long does a refund usually take. No hurry.",REFUND,LOW
"Just wondering, i have a suggestion for a new feature.",OTHER,LOW
My membership shows the wrong information. No hurry.,ACCOUNT,LOW
I need help - i can't upload files on the app. Please advise.,TECHNICAL,MEDIUM
I am extremely upset - i keep getting timeout error when I try to log in. I want this escalated immediately.,TECHNICAL,CRITICAL
Could someone assist - i need to reset my password. Let me know.,ACCOUNT,MEDIUM
The checkout page keeps rejecting my card. Let me know.,PAYMENT,MEDIUM
This is urgent - i want to cancel my order and get a refund. This is affecting my work.,REFUND,HIGH
I'm having trouble - i can't update my billing address on my membership. Please advise.,ACCOUNT,MEDIUM
I need help - i received the wrong item in my parcel. Let me know.,DELIVERY,MEDIUM
The discount code did not apply at checkout. Thanks.,PAYMENT,LOW
I cannot log into my membership. This is affecting my work.,ACCOUNT,HIGH
Could someone assist - i have an issue with my order. Let me know.,OTHER,MEDIUM
I need this fixed soon - i keep getting logged out of my dashboard.,ACCOUNT,HIGH
PayPal payment did not go through.,PAYMENT,MEDIUM
"I returned the wrong item by mistake, can I still get a refund. Can someone help?",REFUND,MEDIUM
Could someone assist - the search feature is broken. Please advise.,TECHNICAL,MEDIUM
"Just wondering, the app is very slow. Thanks.",TECHNICAL,LOW
I'm having trouble - the tracking hasn't updated in two weeks.,DELIVERY,MEDIUM
This is urgent - the API keeps returning 404. Please fix this ASAP.,TECHNICAL,HIGH
My saved card is not showing up anymore. Let me know.,PAYMENT,MEDIUM
I'm having trouble - my invoice shows an incorrect total. Can someone help?,PAYMENT,MEDIUM
This is urgent - my subscription renewed but I cancelled it last month. Please fix this ASAP.,PAYMENT,HIGH
Please help immediately - i was billed in the wrong currency. I need a resolution today.,PAYMENT,HIGH
My account shows the wrong information. Whenever convenient.,ACCOUNT,LOW
This is really frustrating - the courier never showed up. Please fix this ASAP.,DELIVERY,HIGH
Could someone assist - my delivery has been sitting at the warehouse for a week.,DELIVERY,MEDIUM
I am extremely upset - someone else logged into my dashboard. I demand an immediate resolution.,ACCOUNT,CRITICAL
"No rush, but i have a question about your privacy policy. Whenever convenient.",OTHER,LOW
I'm having trouble - i returned my item but haven't been refunded. Let me know.,REFUND,MEDIUM
This is really frustrating - i am getting an error on the website. This is affecting my work.,TECHNICAL,HIGH
"Whenever you get a chance, i need information about your terms of service. Thanks.",OTHER,LOW
Could someone assist - the delivery driver couldn't find my address. Can someone help?,DELIVERY,MEDIUM
This is really frustrating - i was charged a restocking fee I wasn't told about. I need a resolution today.,REFUND,HIGH
Someone else logged into my membership. Please fix this ASAP.,ACCOUNT,HIGH
I was charged $5.99 but my order was cancelled. Please fix this ASAP.,PAYMENT,HIGH
"Whenever you get a chance, this is regarding a partnership inquiry. Thanks.",OTHER,LOW
Could someone assist - i need assistance. Please advise.,OTHER,MEDIUM
"No rush, but the app is very slow. No hurry.",TECHNICAL,LOW
Please help immediately - i was only refunded part of the amount. This is affecting my work.,REFUND,HIGH
The app is very slow. Whenever convenient.,TECHNICAL,LOW
I need help - i never received the verification code. Please advise.,ACCOUNT,MEDIUM
Please help immediately - the tracking hasn't updated in 10 days. This is affecting my work.,DELIVERY,HIGH
URGENT - my dashboard is locked. I want this escalated immediately.,ACCOUNT,CRITICAL
I am extremely upset - i want to dispute a charge and request a refund. I demand an immediate resolution.,REFUND,CRITICAL
"Whenever you get a chance, i want to update my username. Whenever convenient.",ACCOUNT,LOW
"No rush, but can I get a copy of my receipt. No hurry.",PAYMENT,LOW
I'm having trouble - the app is very slow.,TECHNICAL,MEDIUM
Please help immediately - my payment is stuck processing for a week.,PAYMENT,HIGH
PayPal payment did not go through. This is affecting my work.,PAYMENT,HIGH
I need this fixed soon - the portal froze and I lost all my work. This is affecting my work.,TECHNICAL,HIGH
"No rush, but how do I delete my account. Whenever convenient.",ACCOUNT,LOW
"No rush, but i'd like to give some feedback about your service. Whenever convenient.",OTHER,LOW
I'm having trouble - i'm stuck on a loading screen. Please advise.,TECHNICAL,MEDIUM
I cannot access my account. Can someone help?,ACCOUNT,MEDIUM
Quick question - i forgot my password for my user account. Whenever convenient.,ACCOUNT,LOW
I need this fixed soon - i received the wrong item in my parcel. This is affecting my work.,DELIVERY,HIGH
"Whenever you get a chance, this is regarding a partnership inquiry. No hurry.",OTHER,LOW
